,Status,Brand,Model,CPU,RAM,SSD Size,Screen,Touch,Final Price
785,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,399.0
786,0,HP,EliteBook,Intel Core i5,8,256,15.6,0,899.01
787,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,505.01
788,1,Lenovo,ThinkPad,Intel Core i5,16,256,14.0,0,869.0
789,1,Dell,Latitude,Intel Core i5,8,256,15.6,0,879.0
790,1,Microsoft,Surface Laptop,Intel Core i5,16,512,14.4,1,1899.0
791,0,Dell,Latitude,Intel Core i5,16,256,14.0,0,499.0
792,1,Asus,ExpertBook,Intel Core i5,8,1000,15.6,0,789.0
793,1,HP,250,Intel Core i5,8,512,15.6,0,569.99
794,1,HP,15S,Intel Core i5,8,1000,15.6,0,749.0
795,1,HP,ProBook,Intel Core i5,16,512,15.6,0,1041.0
796,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,799.0
797,1,Asus,VivoBook,Intel Core i5,8,256,15.6,0,454.23
798,1,Microsoft,Surface Pro,Intel Core i5,8,256,12.3,1,1143.16
799,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,502.0
800,1,MSI,Modern,Intel Core i5,8,512,14.0,0,799.0
801,1,Asus,F515,Intel Core i5,8,512,15.6,0,609.01
802,1,Acer,Aspire,Intel Core i5,8,256,15.6,0,529.0
803,1,HP,250,Intel Core i5,16,512,15.6,0,880.53
804,1,Acer,Extensa,Intel Core i5,16,512,15.6,0,670.67
805,1,Lenovo,V15,Intel Core i5,8,256,15.6,0,719.0
806,1,Dell,Vostro,Intel Core i5,8,512,14.0,0,743.0
807,1,Asus,F515,Intel Core i5,8,512,15.6,0,809.01
808,1,Acer,Extensa,Intel Core i5,8,1000,15.6,0,583.85
809,1,Asus,ExpertBook,Intel Core i5,16,512,14.0,0,800.0
811,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,635.0
813,0,Dell,Latitude,Intel Core i5,8,256,14.0,0,448.99
814,1,HP,15S,Intel Core i5,8,512,15.6,0,595.9
815,1,HP,15S,Intel Core i5,16,512,15.6,0,850.99
816,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,239.0
817,0,Lenovo,250,Intel Core i5,8,256,12.5,0,358.99
818,0,Microsoft,Surface Pro,Intel Core i5,16,256,12.3,0,1111.35
819,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,635.0
820,0,HP,EliteBook,Intel Core i5,8,256,13.3,1,555.0
821,1,Medion,Akoya,Intel Core i5,8,256,15.6,0,727.49
822,0,Apple,MacBook Pro,Intel Core i5,8,128,13.0,0,604.0
823,1,Asus,VivoBook,Intel Core i5,12,512,16.0,0,832.01
824,1,Asus,ExpertBook,Intel Core i5,16,512,15.6,0,800.0
825,1,Asus,ZenBook,Intel Core i5,8,512,13.3,0,819.0
826,1,Acer,Aspire,Intel Core i5,8,512,15.6,0,552.99
827,0,Lenovo,ThinkPad,Intel Core i5,8,512,14.0,0,518.63
829,1,Lenovo,IdeaPad,Intel Core i5,16,512,15.6,0,799.0
830,1,Asus,TUF,Intel Core i5,16,512,15.6,0,769.0
831,1,Asus,ZenBook,Intel Core i5,16,512,14.0,0,846.31
832,1,Lenovo,ThinkBook,Intel Core i5,16,512,15.6,0,1069.0
833,1,Microsoft,Surface Pro,Intel Core i5,8,256,12.3,0,1349.0
834,1,HP,ProBook,Intel Core i5,8,256,14.0,0,764.34
835,1,Lenovo,ThinkBook,Intel Core i5,16,512,15.6,0,1074.0
836,1,Asus,ExpertBook,Intel Core i5,16,512,15.6,0,869.0
837,1,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,1282.0
838,1,HP,250,Intel Core i5,8,512,15.6,0,549.0
839,0,Apple,MacBook Air,Intel Core i5,16,512,13.3,0,1498.0
840,1,HP,15S,Intel Core i5,8,512,15.6,0,568.82
841,1,Lenovo,IdeaPad,Intel Core i5,8,512,14.0,0,844.0
842,1,Lenovo,ThinkPad,Intel Core i5,16,512,15.6,0,1069.0
843,1,Lenovo,IdeaPad,Intel Core i5,8,256,13.3,1,779.01
844,0,HP,ProBook,Intel Core i5,8,256,15.6,0,679.95
845,0,Apple,MacBook Air,Intel Core i5,4,128,13.3,0,299.0
846,0,Apple,MacBook Air,Intel Core i5,8,128,13.3,0,331.75
847,1,HP,ProBook,Intel Core i5,8,256,14.0,0,869.14
848,1,MSI,Katana,Intel Core i5,16,512,15.6,0,875.06
849,1,HP,15S,Intel Core i5,8,256,15.6,0,494.81
850,1,HP,EliteBook,Intel Core i5,8,256,14.0,0,750.73
851,1,Lenovo,ThinkPad,Intel Core i5,16,256,15.6,0,969.0
852,0,Apple,MacBook Air,Intel Core i5,8,512,13.3,0,895.0
853,1,Acer,Aspire,Intel Core i5,8,256,15.6,0,474.86
854,0,Asus,ZenBook,Intel Core i5,16,512,13.3,1,678.39
855,1,Dell,Vostro,Intel Core i5,8,256,14.0,0,697.36
856,0,Lenovo,IdeaPad,Intel Core i5,8,512,14.0,1,799.0
857,1,Lenovo,ThinkBook,Intel Core i5,16,512,13.3,0,1310.61
858,0,Apple,MacBook Air,Intel Core i5,8,128,13.0,0,391.17
859,1,Dell,Latitude,Intel Core i5,16,512,13.3,0,1071.49
860,0,Dell,Latitude,Intel Core i5,8,512,14.0,0,699.0
861,1,Asus,VivoBook,Intel Core i5,8,256,16.0,0,469.9
862,1,HP,15S,Intel Core i5,16,512,15.6,0,687.64
863,1,Asus,ExpertBook,Intel Core i5,16,512,14.0,1,1199.0
864,0,Dell,Latitude,Intel Core i5,8,256,15.6,0,999.0
865,1,HP,ProBook,Intel Core i5,8,256,15.6,0,855.39
866,1,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,1028.0
867,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,759.2
868,1,Asus,VivoBook,Intel Core i5,8,512,16.0,0,500.0
869,1,Lenovo,V15,Intel Core i5,8,512,15.6,0,810.2
870,0,Lenovo,ThinkPad,Intel Core i5,8,256,13.3,0,1008.37
871,1,HP,15S,Intel Core i5,8,1000,15.6,0,715.0
872,1,Asus,Chromebook,Intel Core i5,8,256,14.0,0,1143.53
873,1,Asus,F515,Intel Core i5,12,512,15.6,0,824.78
874,1,HP,EliteBook,Intel Core i5,16,512,13.3,0,1375.3
875,0,Apple,MacBook Pro,Intel Core i5,16,512,13.3,0,1302.54
876,1,Asus,ExpertBook,Intel Core i5,16,512,14.0,0,811.68
877,1,Asus,VivoBook,Intel Core i5,8,256,15.6,0,639.0
878,1,HP,15S,Intel Core i5,8,512,15.6,0,552.0
879,0,Microsoft,Surface Pro,Intel Core i5,8,256,12.3,0,866.0
880,1,Acer,Extensa,Intel Core i5,8,256,15.6,0,494.35
881,1,Asus,VivoBook,Intel Core i5,16,512,17.3,0,862.19
882,0,Apple,MacBook Pro,Intel Core i5,8,512,13.0,0,856.08
883,0,Asus,VivoBook,Intel Core i5,16,512,15.6,0,1099.0
884,0,Apple,MacBook Air,Intel Core i5,8,256,13.3,0,655.76
885,0,Apple,MacBook Air,Intel Core i5,16,512,13.3,0,884.99
886,0,HP,ProBook,Intel Core i5,8,256,13.3,0,413.0
888,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,759.2
889,0,Acer,Aspire,Intel Core i5,8,512,17.3,0,713.28
890,1,HP,15S,Intel Core i5,8,512,15.6,0,530.19
891,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,527.0
892,1,Dell,Latitude,Intel Core i5,8,256,14.0,0,1032.38
893,1,Asus,ExpertBook,Intel Core i5,8,512,15.6,0,693.0
894,1,Acer,Aspire,Intel Core i5,8,512,14.0,0,769.58
895,1,Acer,Extensa,Intel Core i5,8,256,15.6,0,531.8
896,1,Acer,Extensa,Intel Core i5,8,256,15.6,0,529.9
897,1,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,1069.0
898,0,HP,EliteBook,Intel Core i5,8,256,13.3,1,620.0
900,0,Asus,TUF,Intel Core i5,16,512,15.6,0,949.0
901,1,Dell,Latitude,Intel Core i5,8,256,13.3,0,912.0
902,1,Dell,Vostro,Intel Core i5,16,512,16.0,0,961.6
904,1,Acer,Extensa,Intel Core i5,8,256,15.6,0,709.65
905,0,Apple,MacBook Air,Intel Core i5,8,256,13.3,0,765.33
907,0,Apple,MacBook Pro,Intel Core i5,8,256,13.0,0,815.75
908,0,HP,250,Intel Core i5,8,512,15.6,0,566.58
909,0,HP,EliteBook,Intel Core i5,16,512,13.3,0,1329.2
910,0,HP,ProBook,Intel Core i5,4,500,14.0,0,370.01
911,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,1339.45
912,1,Asus,F515,Intel Core i5,16,512,15.6,0,720.92
913,1,Lenovo,V15,Intel Core i5,16,512,15.6,0,810.81
914,0,Asus,ExpertBook,Intel Core i5,16,512,15.6,0,729.0
916,0,Acer,Aspire,Intel Core i5,8,512,15.6,0,477.6
917,0,Apple,MacBook Pro,Intel Core i5,8,128,13.0,0,604.0
918,0,Dell,Latitude,Intel Core i5,8,256,15.6,0,1125.75
919,0,Dell,Latitude,Intel Core i5,8,256,14.0,0,699.0
921,1,HP,15S,Intel Core i5,8,512,15.6,0,760.99
922,0,HP,EliteBook,Intel Core i5,8,256,14.0,1,1395.03
923,0,HP,ProBook,Intel Core i5,8,256,13.3,0,490.0
924,0,HP,ProBook,Intel Core i5,8,256,14.0,0,550.01
925,0,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,1901.48
926,0,Lenovo,ThinkPad,Intel Core i5,8,512,14.0,1,877.63
928,1,HP,Victus,Intel Core i5,8,512,16.1,0,1438.68
929,1,Asus,Chromebook,Intel Core i5,8,256,14.0,0,777.0
930,1,Asus,ExpertBook,Intel Core i5,8,512,15.6,0,901.99
931,1,Asus,ExpertBook,Intel Core i5,16,512,14.0,0,1259.0
932,1,Asus,ExpertBook,Intel Core i5,16,512,16.0,0,1238.0
933,1,Asus,ExpertBook,Intel Core i5,16,512,14.0,1,1703.0
934,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,544.58
935,1,Asus,VivoBook,Intel Core i5,16,512,15.6,0,729.78
936,1,Asus,F515,Intel Core i5,8,512,15.6,0,613.91
937,1,Asus,TUF,Intel Core i5,16,512,15.6,0,809.9
938,1,Asus,TUF,Intel Core i5,8,512,15.6,0,946.7
939,1,Asus,VivoBook,Intel Core i5,16,512,15.6,0,804.7
940,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,648.97
941,1,Asus,VivoBook,Intel Core i5,16,512,16.0,0,698.44
942,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,666.37
943,1,Asus,VivoBook,Intel Core i5,16,512,15.6,0,1212.25
944,1,Asus,VivoBook,Intel Core i5,8,512,15.6,0,867.0
945,1,Asus,ZenBook,Intel Core i5,16,512,14.0,0,959.91
946,1,Acer,Chromebook,Intel Core i5,8,256,15.6,0,698.0
947,1,Acer,Chromebook,Intel Core i5,8,256,14.0,1,999.0
948,1,Acer,ConceptD,Intel Core i5,8,512,15.6,0,1121.0
949,1,Acer,ConceptD,Intel Core i5,8,512,15.6,0,1349.0
951,1,Acer,Extensa,Intel Core i5,8,512,15.6,0,666.44
952,1,Acer,Extensa,Intel Core i5,8,256,15.6,0,689.08
953,1,Acer,Extensa,Intel Core i5,8,512,15.6,0,541.55
958,1,Asus,VivoBook,Intel Core i5,8,256,14.0,0,686.45
959,1,Dell,Latitude,Intel Core i5,8,256,13.3,0,1044.74
960,1,Dell,Latitude,Intel Core i5,16,512,14.0,0,1237.85
961,1,Dell,Latitude,Intel Core i5,16,512,14.0,0,1091.0
962,1,Dell,Latitude,Intel Core i5,8,256,15.6,0,915.78
963,1,Dell,Latitude,Intel Core i5,8,256,13.3,0,1231.71
964,1,Dell,Latitude,Intel Core i5,8,256,13.3,0,1007.0
965,1,Dell,Latitude,Intel Core i5,8,256,15.6,0,2450.71
966,1,Dell,Latitude,Intel Core i5,8,256,15.6,0,1040.55
967,1,Dell,Latitude,Intel Core i5,8,256,15.6,0,1307.01
968,1,Dell,Latitude,Intel Core i5,16,512,14.0,0,1463.4
969,1,Dell,Latitude,Intel Core i5,16,512,15.6,0,1365.1
970,1,Dell,Latitude,Intel Core i5,16,512,15.6,0,1675.2
973,1,Dell,Vostro,Intel Core i5,8,512,14.0,0,926.63
974,1,Dell,Vostro,Intel Core i5,8,256,14.0,0,717.0
975,1,Dell,Vostro,Intel Core i5,8,256,15.6,0,1289.17
976,1,Dell,Vostro,Intel Core i5,8,256,15.6,0,1091.08
977,1,Dell,Vostro,Intel Core i5,8,256,16.0,0,887.87
981,1,HP,15S,Intel Core i5,8,512,15.6,0,885.9
982,1,HP,15S,Intel Core i5,8,512,15.6,0,623.66
983,1,HP,15S,Intel Core i5,8,512,15.6,0,521.75
984,1,HP,15S,Intel Core i5,8,256,15.6,0,571.39
985,1,HP,15S,Intel Core i5,8,256,15.6,0,542.99
986,1,HP,15S,Intel Core i5,8,256,15.6,0,494.81
987,1,HP,15S,Intel Core i5,8,256,15.6,0,507.14
988,1,HP,15S,Intel Core i5,8,512,15.6,0,550.78
989,1,HP,15S,Intel Core i5,8,512,15.6,0,759.0
990,1,HP,15S,Intel Core i5,8,512,15.6,0,526.1
991,1,HP,15S,Intel Core i5,8,512,15.6,0,676.0
992,1,HP,15S,Intel Core i5,8,512,15.6,0,614.99
993,1,HP,250,Intel Core i5,8,256,15.6,0,1730.38
994,1,HP,250,Intel Core i5,8,256,15.6,0,876.08
995,1,HP,250,Intel Core i5,8,512,15.6,0,741.0
996,1,HP,250,Intel Core i5,8,256,15.6,0,791.0
997,1,HP,250,Intel Core i5,8,512,15.6,0,882.01
999,1,HP,EliteBook,Intel Core i5,16,512,14.0,0,1624.46
1000,1,HP,EliteBook,Intel Core i5,8,512,13.3,0,1042.26
1001,0,HP,EliteBook,Intel Core i5,8,512,14.0,0,1474.28
1002,1,HP,EliteBook,Intel Core i5,8,512,15.6,0,1064.59
1003,1,HP,EliteBook,Intel Core i5,8,256,14.0,0,1519.99
1004,0,HP,EliteBook,Intel Core i5,16,512,14.0,0,2025.96
1005,1,HP,EliteBook,Intel Core i5,8,256,15.6,0,1015.01
1006,1,HP,EliteBook,Intel Core i5,16,512,16.0,0,1463.31
1007,1,HP,EliteBook,Intel Core i5,16,512,13.3,1,1999.0
1008,1,HP,EliteBook,Intel Core i5,8,512,13.3,1,1051.96
1009,1,HP,Pavilion,Intel Core i5,16,512,14.0,0,977.0
1010,1,HP,Pavilion,Intel Core i5,16,512,14.0,0,920.82
1011,1,HP,Pavilion,Intel Core i5,8,512,14.0,1,987.0
1012,1,HP,ProBook,Intel Core i5,4,500,13.3,0,919.83
1013,1,HP,ProBook,Intel Core i5,8,256,15.6,0,1399.24
1014,1,HP,ProBook,Intel Core i5,8,256,15.6,0,776.32
1015,1,HP,Victus,Intel Core i5,16,512,15.6,0,899.01
1016,1,HP,Zbook,Intel Core i5,16,512,14.0,0,2426.81
1017,1,HP,Zbook,Intel Core i5,16,512,14.0,0,1385.0
1018,1,HP,Zbook,Intel Core i5,16,512,14.0,1,2426.53
1019,1,Lenovo,IdeaPad,Intel Core i5,8,512,14.0,0,1015.55
1020,1,Lenovo,IdeaPad,Intel Core i5,8,512,14.0,0,1274.9
1021,1,Lenovo,IdeaPad,Intel Core i5,16,512,15.6,0,1205.99
1022,1,Lenovo,ThinkBook,Intel Core i5,16,512,14.0,0,988.52
1023,1,Lenovo,ThinkBook,Intel Core i5,8,256,14.0,0,893.52
1024,0,Lenovo,ThinkBook,Intel Core i5,8,256,14.0,1,794.99
1025,1,Lenovo,ThinkBook,Intel Core i5,8,256,15.6,0,1000.27
1026,1,Lenovo,ThinkBook,Intel Core i5,8,256,15.6,0,896.57
1027,0,Lenovo,ThinkBook,Intel Core i5,16,512,15.6,0,1350.05
1028,1,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,1253.5
1029,1,Lenovo,ThinkPad,Intel Core i5,8,256,15.6,0,1135.0
1030,1,Lenovo,ThinkPad,Intel Core i5,16,512,13.3,0,1423.48
1031,1,Lenovo,ThinkPad,Intel Core i5,8,256,13.3,0,1178.0
1032,1,Lenovo,ThinkPad,Intel Core i5,8,256,13.3,1,939.67
1033,1,Lenovo,ThinkPad,Intel Core i5,8,256,13.3,1,1329.0
1034,1,Lenovo,ThinkPad,Intel Core i5,8,512,14.0,0,919.0
1035,1,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,1161.0
1036,1,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,1782.0
1037,1,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,2068.0
1038,1,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,1223.43
1039,1,Lenovo,ThinkPad,Intel Core i5,8,256,15.6,0,849.0
1040,1,Lenovo,ThinkPad,Intel Core i5,16,512,16.0,0,1925.0
1041,1,Lenovo,ThinkPad,Intel Core i5,8,512,13.3,0,1358.61
1043,1,Lenovo,V15,Intel Core i5,8,512,15.6,0,506.61
1044,1,Lenovo,V15,Intel Core i5,16,512,15.6,0,979.0
1045,1,Lenovo,V15,Intel Core i5,8,256,15.6,0,842.99
1046,1,Lenovo,Yoga,Intel Core i5,8,128,15.6,1,1168.13
1047,1,Medion,Akoya,Intel Core i5,8,512,15.6,0,598.31
1048,1,Medion,Akoya,Intel Core i5,8,512,15.6,0,670.85
1049,1,Microsoft,Surface Laptop,Intel Core i5,16,512,13.5,1,2024.05
1050,1,Microsoft,Surface Laptop,Intel Core i5,8,256,13.5,1,951.74
1051,1,Microsoft,Surface Laptop,Intel Core i5,8,512,13.5,1,1668.0
1052,1,Microsoft,Surface Laptop,Intel Core i5,16,512,13.5,1,3747.91
1053,1,Microsoft,Surface Laptop,Intel Core i5,8,256,13.5,1,948.14
1054,1,Microsoft,Surface Laptop,Intel Core i5,8,128,12.4,1,824.0
1055,1,Microsoft,Surface Laptop,Intel Core i5,8,256,12.4,1,1134.21
1056,0,Microsoft,Surface Pro,Intel Core i5,8,128,12.3,1,1009.99
1057,1,Microsoft,Surface Pro,Intel Core i5,16,512,13.0,1,1916.99
1058,1,MSI,Prestige,Intel Core i5,16,512,14.0,0,1029.99
1059,0,Asus,F515,Intel Core i5,8,512,15.6,0,519.99
1060,0,Asus,F515,Intel Core i5,8,512,15.6,0,599.0
1061,0,Asus,F515,Intel Core i5,8,512,15.6,0,599.0
1062,0,Asus,F515,Intel Core i5,8,512,15.6,0,659.0
1065,0,Asus,TUF,Intel Core i5,16,512,15.6,0,1199.0
1066,0,Asus,VivoBook,Intel Core i5,16,512,15.6,0,749.0
1067,0,Asus,VivoBook,Intel Core i5,8,256,15.6,0,599.0
1068,0,Asus,VivoBook,Intel Core i5,16,512,15.6,0,699.0
1069,0,Acer,Aspire,Intel Core i5,12,512,15.6,0,477.28
1070,0,Acer,Aspire,Intel Core i5,12,512,15.6,0,373.49
1071,0,Acer,Aspire,Intel Core i5,12,256,15.6,0,391.24
1072,1,Acer,Aspire,Intel Core i5,8,512,15.6,0,810.99
1073,0,Acer,Nitro,Intel Core i5,8,256,15.6,0,477.59
1074,0,Acer,Nitro,Intel Core i5,16,512,15.6,0,666.69
1075,0,Apple,MacBook Air,Intel Core i5,8,128,13.3,0,625.91
1076,0,Apple,MacBook Air,Intel Core i5,8,256,13.3,0,873.6
1077,0,Apple,MacBook Air,Intel Core i5,8,128,13.3,0,745.15
1078,0,Apple,MacBook Air,Intel Core i5,8,128,13.3,0,658.25
1079,0,Apple,MacBook Air,Intel Core i5,8,256,13.3,0,1098.08
1080,0,Apple,MacBook Air,Intel Core i5,8,256,13.3,0,755.0
1081,0,Apple,MacBook Air,Intel Core i5,8,512,13.3,0,1020.01
1082,0,Apple,MacBook Air,Intel Core i5,4,256,13.3,0,324.0
1083,0,Apple,MacBook Pro,Intel Core i5,8,128,13.3,0,906.5
1084,0,Apple,MacBook Pro,Intel Core i5,8,128,13.3,0,906.5
1085,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,764.67
1086,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,926.65
1087,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,764.67
1088,0,Apple,MacBook Pro,Intel Core i5,8,512,13.3,0,804.46
1089,0,Apple,MacBook Pro,Intel Core i5,8,512,13.3,0,1027.5
1090,0,Apple,MacBook Pro,Intel Core i5,16,1000,13.3,0,1491.33
1091,0,Apple,MacBook Pro,Intel Core i5,16,1000,13.3,0,1491.33
1092,0,Apple,MacBook Pro,Intel Core i5,16,512,13.3,0,1299.75
1093,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,816.4
1094,0,Apple,MacBook Pro,Intel Core i5,8,256,13.3,0,1155.01
1095,0,Apple,MacBook Pro,Intel Core i5,8,512,13.3,0,1063.34
1096,0,Apple,MacBook Pro,Intel Core i5,8,512,13.3,0,1299.75
1097,0,Asus,ExpertBook,Intel Core i5,8,1000,15.6,0,699.0
1100,0,Asus,VivoBook,Intel Core i5,8,512,15.6,0,549.99
1101,0,Asus,VivoBook,Intel Core i5,8,512,15.6,0,699.0
1102,0,Asus,VivoBook,Intel Core i5,8,512,14.0,0,699.0
1103,0,Dell,Latitude,Intel Core i5,8,256,14.0,0,579.2
1104,0,Dell,Latitude,Intel Core i5,8,256,14.0,0,489.0
1105,0,Dell,Latitude,Intel Core i5,8,256,14.0,0,499.0
1106,0,Dell,Latitude,Intel Core i5,8,240,14.0,0,499.0
1107,0,Dell,Latitude,Intel Core i5,8,128,15.6,0,489.0
1108,0,Dell,Latitude,Intel Core i5,16,256,14.0,0,529.0
1109,0,Dell,Latitude,Intel Core i5,8,256,14.0,0,519.01
1110,0,Dell,Vostro,Intel Core i5,8,256,13.3,0,420.74
1111,0,Dell,Vostro,Intel Core i5,8,512,13.3,0,511.59
1112,0,Dell,Vostro,Intel Core i5,8,512,15.6,0,549.93
1114,0,HP,15S,Intel Core i5,8,512,15.6,0,407.69
1115,0,HP,15S,Intel Core i5,8,512,15.6,0,555.49
1116,0,HP,15S,Intel Core i5,8,512,15.6,0,421.27
1117,0,HP,15S,Intel Core i5,8,512,15.6,0,475.99
1118,0,HP,EliteBook,Intel Core i5,8,256,13.3,0,725.89
1119,0,HP,EliteBook,Intel Core i5,8,256,13.3,0,1678.02
1120,0,HP,EliteBook,Intel Core i5,8,256,15.6,0,520.0
1121,0,HP,EliteBook,Intel Core i5,8,256,15.6,0,1074.06
1122,0,HP,EliteBook,Intel Core i5,8,256,13.3,1,866.0
1123,0,HP,Pavilion,Intel Core i5,8,512,16.1,0,545.38
1124,0,HP,Pavilion,Intel Core i5,8,512,14.0,0,565.54
1125,0,HP,ProBook,Intel Core i5,8,256,13.3,0,749.99
1126,0,HP,ProBook,Intel Core i5,8,256,14.0,0,1335.2
1127,0,HP,ProBook,Intel Core i5,8,256,15.6,0,569.99
1128,0,HP,ProBook,Intel Core i5,8,256,15.6,0,1031.89
1129,0,HP,ProBook,Intel Core i5,16,512,15.6,0,1298.15
1130,0,HP,Victus,Intel Core i5,16,512,16.1,0,624.78
1131,0,LG,Gram,Intel Core i5,8,256,13.3,0,609.04
1132,0,Lenovo,IdeaPad,Intel Core i5,8,512,14.0,0,699.0
1133,0,Lenovo,IdeaPad,Intel Core i5,8,512,14.0,0,649.0
1134,1,Lenovo,IdeaPad,Intel Core i5,16,512,15.6,0,860.99
1135,0,Lenovo,IdeaPad,Intel Core i5,16,512,14.0,0,999.0
1136,0,Lenovo,IdeaPad,Intel Core i5,8,512,15.6,0,802.61
1137,0,Lenovo,ThinkBook,Intel Core i5,16,512,14.0,0,1049.0
1138,0,Lenovo,ThinkBook,Intel Core i5,16,512,14.0,0,976.18
1139,0,Lenovo,ThinkBook,Intel Core i5,8,256,15.6,0,970.48
1140,0,Lenovo,ThinkPad,Intel Core i5,8,512,14.0,0,882.56
1141,0,Lenovo,ThinkPad,Intel Core i5,16,512,13.3,1,1151.84
1142,0,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,1074.06
1143,0,Lenovo,ThinkPad,Intel Core i5,8,256,13.3,0,1031.46
1144,0,Lenovo,ThinkPad,Intel Core i5,8,256,15.6,0,846.56
1145,0,Lenovo,ThinkPad,Intel Core i5,8,512,15.6,0,651.6
1146,0,Lenovo,ThinkPad,Intel Core i5,16,512,14.0,0,738.0
1147,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,1251.91
1148,0,Lenovo,ThinkPad,Intel Core i5,8,256,14.0,0,475.0
1149,0,Lenovo,ThinkPad,Intel Core i5,8,256,15.6,0,802.0
1150,0,Lenovo,ThinkPad,Intel Core i5,16,512,13.3,1,1779.0
1152,0,Lenovo,V15,Intel Core i5,16,512,15.6,0,915.07
1153,0,Lenovo,Yoga,Intel Core i5,8,512,13.9,1,989.47
1154,0,MSI,Thin,Intel Core i5,16,512,15.6,0,806.49
1155,0,MSI,Modern,Intel Core i5,16,512,14.0,0,588.29
1156,0,MSI,Modern,Intel Core i5,16,512,14.0,0,799.0
1157,0,MSI,Modern,Intel Core i5,16,512,15.6,0,631.18
1158,1,Asus,ROG,AMD Ryzen 7,16,512,15.6,0,1199.0
1160,1,Lenovo,IdeaPad,AMD Ryzen 7,16,512,15.6,0,729.0
1161,1,Asus,VivoBook,AMD Ryzen 7,16,512,15.6,0,1299.01
1162,1,Asus,ROG,AMD Ryzen 7,16,512,15.6,0,1139.01
1163,1,Lenovo,IdeaPad,AMD Ryzen 7,16,512,15.6,0,829.0
1164,1,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,1349.0
1165,1,HP,Victus,AMD Ryzen 7,16,512,16.1,0,1299.01
1166,1,HP,Omen,AMD Ryzen 7,16,512,16.1,0,1149.0
1167,1,HP,15S,AMD Ryzen 7,16,512,15.6,0,649.01
1168,1,Lenovo,IdeaPad,AMD Ryzen 7,8,512,15.6,0,699.0
1169,1,Medion,Akoya,AMD Ryzen 7,8,256,15.6,0,478.99
1170,1,Lenovo,IdeaPad,AMD Ryzen 7,8,512,15.6,0,589.0
1171,1,Asus,ZenBook,AMD Ryzen 7,16,512,14.0,0,999.0
1172,1,Lenovo,Legion,AMD Ryzen 7,16,512,15.6,0,1079.01
1173,1,Lenovo,IdeaPad,AMD Ryzen 7,16,512,15.6,0,999.0
1174,1,Asus,TUF,AMD Ryzen 7,16,512,15.6,0,1349.0
1175,0,Asus,ROG,AMD Ryzen 7,16,1000,15.6,0,1899.0
1176,1,HP,15S,AMD Ryzen 7,12,512,15.6,0,749.0
1177,1,Asus,ZenBook,AMD Ryzen 7,16,512,14.0,0,1149.0
1178,1,HP,Victus,AMD Ryzen 7,16,512,16.1,0,1099.0
1179,1,Medion,Akoya,AMD Ryzen 7,8,512,15.6,0,499.0
1180,1,Lenovo,IdeaPad,AMD Ryzen 7,16,512,15.6,0,1079.01
1181,1,Asus,ZenBook,AMD Ryzen 7,16,512,14.0,0,1199.0
1183,1,Asus,TUF,AMD Ryzen 7,16,512,15.6,0,1139.01
1184,1,Acer,Nitro,AMD Ryzen 7,32,1000,15.6,0,2299.0
1185,1,Acer,Nitro,AMD Ryzen 7,16,1000,15.6,0,1299.01
1186,1,Asus,TUF,AMD Ryzen 7,32,1000,15.6,0,1889.0
1187,1,Lenovo,ThinkPad,AMD Ryzen 7,16,512,15.6,0,1129.0
1188,1,MSI,Modern,AMD Ryzen 7,16,512,15.6,0,899.0
1189,1,HP,Omen,AMD Ryzen 7,16,512,16.1,0,1399.0
1190,1,HP,Pavilion,AMD Ryzen 7,16,512,14.0,0,899.01
1191,1,HP,Omen,AMD Ryzen 7,16,1000,16.1,0,1699.01
